Age_(ka_BP)	Greenland_Stack
78.2	-39.629
78.25	-39.676
78.3	-39.170
78.35	-39.324
78.4	-38.921
78.45	-39.294
78.5	-39.141
78.55	-39.321
78.6	-38.928
78.65	-39.074
78.7	-39.903
78.75	-39.992
78.8	-40.363
78.85	-40.339
78.9	-40.371
78.95	-40.016
79	-40.421
79.05	-39.687
79.1	-41.104
79.15	-40.014
79.2	-39.656
79.25	-40.253
79.3	-39.691
79.35	-39.918
79.4	-39.124
79.45	-38.980
79.5	-39.583
79.55	-39.138
79.6	-38.863
79.65	-39.911
79.7	-39.811
79.75	-39.547
79.8	-39.905
79.85	-39.673
79.9	-39.019
79.95	-39.066
80	-39.373
80.05	-39.223
80.1	-38.913
80.15	-38.806
80.2	-39.105
80.25	-38.626
80.3	-38.545
80.35	-39.134
80.4	-38.762
80.45	-38.281
80.5	-38.755
80.55	-38.327
80.6	-37.956
80.65	-38.160
80.7	-38.502
80.75	-37.934
80.8	-37.919
80.85	-38.412
80.9	-38.008
80.95	-38.240
81	-38.040
81.05	-38.463
81.1	-37.899
81.15	-38.132
81.2	-37.614
81.25	-37.811
81.3	-37.928
81.35	-38.209
81.4	-38.067
81.45	-38.275
81.5	-37.776
81.55	-38.109
81.6	-38.132
81.65	-38.514
81.7	-37.892
81.75	-37.902
81.8	-37.517
81.85	-38.102
81.9	-38.036
81.95	-38.075
82	-38.223
82.05	-37.748
82.1	-37.640
82.15	-37.874
82.2	-38.538
82.25	-38.219
82.3	-37.808
82.35	-38.136
82.4	-37.584
82.45	-37.302
82.5	-37.909
82.55	-37.271
82.6	-37.776
82.65	-37.765
82.7	-37.468
82.75	-37.779
82.8	-37.648
82.85	-38.064
82.9	-37.706
82.95	-37.433
83	-37.473
83.05	-36.855
83.1	-36.797
83.15	-37.103
83.2	-37.421
83.25	-37.613
83.3	-37.631
83.35	-37.799
83.4	-37.452
83.45	-37.066
83.5	-37.252
83.55	-37.446
83.6	-37.432
83.65	-37.652
83.7	-37.888
83.75	-37.564
83.8	-37.748
83.85	-37.445
83.9	-37.071
83.95	-36.371
84	-36.815
84.05	-36.681
84.1	-36.903
84.15	-36.697
84.2	-38.519
84.25	-39.100
84.3	-40.321
84.35	-40.162
84.4	-39.862
84.45	-38.765
84.5	-39.196
84.55	-40.220
84.6	-39.607
84.65	-40.470
84.7	-40.296
84.75	-39.686
84.8	-40.253
84.85	-40.709
84.9	-40.748
84.95	-40.750
85	-40.322
85.05	-41.237
85.1	-40.646
85.15	-41.111
85.2	-40.783
85.25	-41.354
85.3	-40.655
85.35	-41.371
85.4	-40.688
85.45	-41.509
85.5	-40.246
85.55	-40.418
85.6	-40.481
85.65	-40.528
85.7	-40.967
85.75	-41.174
85.8	-40.805
85.85	-40.919
85.9	-41.864
85.95	-41.227
86	-40.622
86.05	-40.299
86.1	-41.000
86.15	-41.332
86.2	-41.587
86.25	-41.502
86.3	-41.621
86.35	-41.403
86.4	-41.090
86.45	-41.044
86.5	-40.356
86.55	-41.238
86.6	-41.091
86.65	-41.878
86.7	-41.603
86.75	-41.312
86.8	-41.391
86.85	-41.181
86.9	-41.435
86.95	-40.972
87	-41.319
87.05	-40.726
87.1	-42.292
87.15	-41.581
87.2	-41.271
87.25	-39.852
87.3	-39.285
87.35	-38.972
87.4	-39.425
87.45	-39.704
87.5	-40.171
87.55	-40.085
87.6	-39.470
87.65	-39.329
87.7	-38.839
87.75	-39.211
87.8	-39.275
87.85	-39.279
87.9	-38.727
87.95	-38.485
88	-38.490
88.05	-38.813
88.1	-39.090
88.15	-38.453
88.2	-38.311
88.25	-38.826
88.3	-38.705
88.35	-38.837
88.4	-39.677
88.45	-39.245
88.5	-39.313
88.55	-38.957
88.6	-38.209
88.65	-38.072
88.7	-38.059
88.75	-38.353
88.8	-38.712
88.85	-38.486
88.9	-38.263
88.95	-37.996
89	-38.333
89.05	-38.218
89.1	-38.153
89.15	-37.787
89.2	-38.006
89.25	-37.802
89.3	-38.536
89.35	-37.926
89.4	-38.526
89.45	-38.370
89.5	-38.475
89.55	-39.408
89.6	-39.329
89.65	-39.452
89.7	-40.058
89.75	-39.587
89.8	-39.533
89.85	-39.797
89.9	-39.306
89.95	-39.487
90	-39.752
90.05	-39.661
90.1	-39.401
90.15	-39.582
90.2	-39.560
90.25	-39.886
90.3	-39.401
90.35	-39.689
90.4	-39.508
90.45	-39.712
90.5	-39.274
90.55	-39.787
90.6	-39.489
90.65	-39.845
90.7	-40.048
90.75	-39.583
90.8	-40.051
90.85	-39.749
90.9	-39.817
90.95	-39.909
91	-39.594
91.05	-38.937
91.1	-39.422
91.15	-39.794
91.2	-40.211
91.25	-39.624
91.3	-39.482
91.35	-39.412
91.4	-39.874
91.45	-40.418
91.5	-39.158
91.55	-39.900
91.6	-40.136
91.65	-39.743
91.7	-39.221
91.75	-40.161
91.8	-39.450
91.85	-39.953
91.9	-39.809
91.95	-39.804
92	-40.086
92.05	-39.609
92.1	-39.777
92.15	-39.949
92.2	-40.049
92.25	-40.436
92.3	-39.492
92.35	-39.385
92.4	-40.093
92.45	-40.233
92.5	-39.975
92.55	-40.006
92.6	-39.345
92.65	-39.470
92.7	-40.018
92.75	-39.307
92.8	-39.594
92.85	-39.401
92.9	-39.348
92.95	-39.638
93	-39.299
93.05	-39.321
93.1	-39.512
93.15	-38.968
93.2	-39.573
93.25	-39.283
93.3	-39.412
93.35	-39.103
93.4	-39.351
93.45	-39.277
93.5	-39.305
93.55	-39.525
93.6	-39.451
93.65	-39.395
93.7	-38.811
93.75	-38.977
93.8	-39.020
93.85	-39.136
93.9	-38.373
93.95	-39.223
94	-39.007
94.05	-38.904
94.1	-39.139
94.15	-39.063
94.2	-39.211
94.25	-38.948
94.3	-38.906
94.35	-38.700
94.4	-39.082
94.45	-39.213
94.5	-38.991
94.55	-38.567
94.6	-39.015
94.65	-38.565
94.7	-38.765
94.75	-38.446
94.8	-39.268
94.85	-38.502
94.9	-38.443
94.95	-38.099
95	-38.625
95.05	-38.553
95.1	-38.886
95.15	-38.765
95.2	-38.590
95.25	-38.960
95.3	-38.188
95.35	-38.414
95.4	-38.123
95.45	-38.594
95.5	-38.193
95.55	-38.533
95.6	-38.521
95.65	-38.189
95.7	-38.350
95.75	-38.386
95.8	-38.619
95.85	-38.045
95.9	-38.217
95.95	-38.000
96	-39.013
96.05	-38.558
96.1	-38.096
96.15	-38.222
96.2	-37.883
96.25	-38.302
96.3	-38.199
96.35	-38.212
96.4	-38.020
96.45	-37.818
96.5	-37.565
96.55	-37.907
96.6	-37.563
96.65	-38.688
96.7	-38.334
96.75	-37.894
96.8	-38.400
96.85	-37.646
96.9	-38.050
96.95	-38.279
97	-38.395
97.05	-38.122
97.1	-37.657
97.15	-37.920
97.2	-38.222
97.25	-38.267
97.3	-38.427
97.35	-38.285
97.4	-38.423
97.45	-38.028
97.5	-38.072
97.55	-38.106
97.6	-37.962
97.65	-38.078
97.7	-37.890
97.75	-37.988
97.8	-37.575
97.85	-37.978
97.9	-37.579
97.95	-37.241
98	-37.814
98.05	-36.875
98.1	-37.357
98.15	-37.767
98.2	-37.974
98.25	-37.668
98.3	-38.281
98.35	-38.063
98.4	-37.676
98.45	-37.912
98.5	-37.767
98.55	-37.743
98.6	-37.989
98.65	-38.251
98.7	-37.687
98.75	-38.445
98.8	-37.739
98.85	-37.726
98.9	-38.129
98.95	-37.334
99	-37.784
99.05	-37.586
99.1	-37.902
99.15	-37.576
99.2	-37.822
99.25	-37.452
99.3	-37.684
99.35	-37.714
99.4	-37.617
99.45	-37.544
99.5	-37.531
99.55	-37.711
99.6	-38.011
99.65	-37.804
99.7	-37.460
99.75	-37.805
99.8	-37.284
99.85	-37.343
99.9	-37.851
99.95	-37.224
100	-37.338
100.05	-37.247
100.1	-37.508
100.15	-37.553
100.2	-37.038
100.25	-37.359
100.3	-37.388
100.35	-37.296
100.4	-37.208
100.45	-36.970
100.5	-37.129
100.55	-37.380
100.6	-37.338
100.65	-36.665
100.7	-36.971
100.75	-36.844
100.8	-36.977
100.85	-36.666
100.9	-37.459
100.95	-37.171
101	-37.037
101.05	-36.906
101.1	-37.101
101.15	-36.637
101.2	-37.049
101.25	-37.149
101.3	-37.098
101.35	-37.006
101.4	-37.355
101.45	-36.946
101.5	-37.158
101.55	-36.432
101.6	-37.155
101.65	-36.857
101.7	-37.022
101.75	-37.007
101.8	-37.313
101.85	-38.090
101.9	-38.544
101.95	-39.068
102	-39.664
102.05	-39.049
102.1	-39.655
102.15	-37.776
102.2	-37.536
102.25	-38.726
102.3	-39.256
102.35	-39.935
102.4	-39.749
102.45	-39.927
102.5	-39.777
102.55	-39.929
102.6	-40.201
102.65	-39.878
102.7	-39.999
102.75	-39.800
102.8	-39.930
102.85	-40.335
102.9	-39.647
102.95	-39.698
103	-39.316
103.05	-39.029
103.1	-38.864
103.15	-39.038
103.2	-38.165
103.25	-37.923
103.3	-37.481
103.35	-37.510
103.4	-37.859
103.45	-37.161
103.5	-37.687
103.55	-37.725
103.6	-37.275
103.65	-37.153
103.7	-37.631
103.75	-37.341
103.8	-37.316
103.85	-37.498
103.9	-37.415
103.95	-37.761
104	-37.483
104.05	-37.017
104.1	-37.153
104.15	-37.638
104.2	-37.587
104.25	-37.531
104.3	-37.544
104.35	-37.096
104.4	-37.276
104.45	-38.865
104.5	-39.685
104.55	-38.821
104.6	-39.060
104.65	-38.398
104.7	-37.614
104.75	-37.514
104.8	-37.446
104.85	-37.130
104.9	-37.618
104.95	-37.389
105	-37.776
105.05	-37.715
105.1	-37.523
105.15	-37.442
105.2	-37.346
105.25	-37.572
105.3	-37.462
105.35	-37.204
105.4	-37.219
105.45	-37.350
105.5	-37.373
105.55	-36.970
105.6	-37.168
105.65	-37.152
105.7	-36.937
105.75	-36.660
105.8	-37.173
105.85	-39.186
105.9	-39.360
105.95	-39.845
106	-39.676
106.05	-40.216
106.1	-40.307
106.15	-40.979
106.2	-41.626
106.25	-40.952
106.3	-40.592
106.35	-41.026
106.4	-41.368
106.45	-41.838
106.5	-41.504
106.55	-41.044
106.6	-40.810
106.65	-41.412
106.7	-41.391
106.75	-41.450
106.8	-41.471
106.85	-41.429
106.9	-41.712
106.95	-41.686
107	-41.733
107.05	-41.565
107.1	-41.457
107.15	-40.739
107.2	-41.336
107.25	-41.145
107.3	-41.041
107.35	-41.555
107.4	-41.614
107.45	-42.138
107.5	-41.729
107.55	-41.508
107.6	-41.455
107.65	-41.582
107.7	-40.431
107.75	-41.230
107.8	-41.528
107.85	-40.141
107.9	-39.438
107.95	-38.123
108	-38.701
108.05	-38.362
108.1	-38.346
108.15	-39.633
108.2	-39.535
108.25	-39.826
108.3	-40.049
108.35	-39.058
108.4	-39.923
108.45	-39.839
108.5	-39.552
108.55	-39.381
108.6	-39.020
108.65	-38.781
108.7	-38.245
108.75	-39.282
108.8	-38.766
108.85	-38.965
108.9	-39.056
108.95	-39.010
109	-38.510
109.05	-38.808
109.1	-37.847
109.15	-37.647
109.2	-38.275
109.25	-38.038
109.3	-37.561
109.35	-38.164
109.4	-38.140
109.45	-38.081
109.5	-37.845
109.55	-37.820
109.6	-37.525
109.65	-37.804
109.7	-36.907
109.75	-37.611
109.8	-37.245
109.85	-37.591
109.9	-37.055
109.95	-37.260
110	-37.623
110.05	-37.399
110.1	-37.814
110.15	-37.159
110.2	-36.838
110.25	-36.878
110.3	-37.233
110.35	-37.285
110.4	-37.588
110.45	-36.936
110.5	-37.112
110.55	-37.694
110.6	-37.946
110.65	-37.316
110.7	-37.801
110.75	-37.319
110.8	-37.217
110.85	-37.115
110.9	-37.360
110.95	-36.812
111	-37.189
111.05	-37.479
111.1	-36.747
111.15	-37.259
111.2	-37.743
111.25	-37.290
111.3	-37.307
111.35	-36.663
111.4	-37.725
111.45	-36.772
111.5	-37.499
111.55	-36.867
111.6	-37.769
111.65	-36.730
111.7	-37.383
111.75	-37.143
111.8	-37.317
111.85	-37.161
111.9	-37.128
111.95	-37.163
112	-37.249
112.05	-36.789
112.1	-37.285
112.15	-37.303
112.2	-37.567
112.25	-37.029
112.3	-37.266
112.35	-37.010
112.4	-36.981
112.45	-37.110
112.5	-36.902
112.55	-36.708
112.6	-37.348
112.65	-38.049
112.7	-38.380
112.75	-39.108
112.8	-38.433
112.85	-38.507
112.9	-37.535
112.95	-38.871
113	-38.463
113.05	-38.335
113.1	-38.559
113.15	-38.172
113.2	-38.451
113.25	-38.552
113.3	-38.655
113.35	-38.620
113.4	-38.703
113.45	-38.577
113.5	-38.508
113.55	-37.727
113.6	-38.245
113.65	-37.155
113.7	-37.242
113.75	-37.483
113.8	-37.796
113.85	-37.163
113.9	-37.215
113.95	-37.521
114	-37.584
114.05	-37.576
114.1	-37.516
114.15	-37.643
114.2	-37.641
114.25	-37.416
114.3	-37.383
114.35	-37.729
114.4	-37.570
114.45	-37.604
114.5	-37.496
114.55	-37.523
114.6	-37.346
114.65	-37.472
114.7	-37.462
114.75	-37.241
114.8	-37.172
114.85	-36.916
114.9	-37.169
114.95	-36.831
115	-37.045
115.05	-36.954
115.1	-37.167
115.15	-36.962
115.2	-36.908
115.25	-36.503
115.3	-36.885
115.35	-36.973
115.4	-37.150
115.45	-36.875
115.5	-36.995
115.55	-36.849
115.6	-36.821
115.65	-36.898
115.7	-36.732
115.75	-36.616
115.8	-36.697
115.85	-36.104
115.9	-36.375
115.95	-36.138
116	-36.072
116.05	-36.248
116.1	-35.988
116.15	-35.956
116.2	-36.034
116.25	-36.048
116.3	-35.779
116.35	-35.475
116.4	-35.736
116.45	-35.761
116.5	-35.689
116.55	-35.448
116.6	-35.340
116.65	-35.631
116.7	-35.601
116.75	-35.192
116.8	-35.130
116.85	-35.128
116.9	-35.082
116.95	-34.944
117	-34.830
117.05	-34.994
117.1	-34.682
117.15	-34.396
117.2	-34.683
117.25	-34.733
117.3	-34.552
117.35	-34.576
117.4	-34.760
117.45	-34.428
117.5	-34.303
117.55	-34.198
117.6	-34.291
117.65	-34.188
117.7	-34.003
117.75	-34.275
117.8	-34.005
117.85	-34.037
117.9	-33.969
117.95	-33.969
118	-33.757
118.05	-33.649
118.1	-33.559
118.15	-33.553
118.2	-33.361
118.25	-33.662
118.3	-33.320
118.35	-33.225
118.4	-33.141
118.45	-32.785
118.5	-32.671
118.55	-32.942
118.6	-32.474
118.65	-33.069
118.7	-33.101
118.75	-32.758
118.8	-32.534
118.85	-32.710
118.9	-32.520
118.95	-32.727
119	-32.618
119.05	-32.688
119.1	-32.857
119.15	-32.471
119.2	-32.457
119.25	-32.352
119.3	-32.322
119.35	-32.085
119.4	-32.305
119.45	-32.314
119.5	-32.110
119.55	-32.360
119.6	-32.216
119.65	-32.500
119.7	-32.003
119.75	-32.416
119.8	-32.377
119.85	-32.442
119.9	-32.336
119.95	-32.579
120	-31.987
120.05	-32.251
120.1	-31.900
120.15	-32.176
120.2	-32.543
120.25	-32.524
120.3	-32.057
120.35	-32.174
120.4	-31.780
120.45	-31.751
120.5	-31.995
120.55	-31.663
120.6	-31.597
120.65	-31.384
120.7	-31.753
120.75	-31.885
120.8	-31.798
120.85	-31.451
120.9	-31.309
120.95	-31.832
121	-31.456
121.05	-32.261
121.1	-31.233
121.15	-31.924
121.2	-31.563
121.25	-32.281
121.3	-32.024
121.35	-31.925
121.4	-32.522
121.45	-31.996
121.5	-32.121
121.55	-32.502
121.6	-32.105
121.65	-32.437
121.7	-32.652
121.75	-31.997
121.8	-32.225
121.85	-31.855
121.9	-32.011
121.95	-31.673
122	-31.706
122.05	-32.218
122.1	-32.040
122.15	-32.131
122.2	-31.590
122.25	-31.999
122.3	-31.920
122.35	-32.187
122.4	-31.907
122.45	-31.827
122.5	-32.134
122.55	-31.854
122.6	-31.959
122.65	-31.531
122.7	-31.852
122.75	-32.170
122.8	-31.918
122.85	-32.011
122.9	-32.193
122.95	-31.946
123	-31.832
123.05	-32.071
123.1	-32.249
123.15	-31.727
123.2	-31.544
123.25	-31.839
123.3	-32.091
123.35	-31.840
123.4	-32.076
123.45	-32.029
123.5	-31.718
123.55	-31.947
123.6	-32.390
123.65	-31.442
123.7	-31.603
123.75	-31.991
123.8	-31.582
123.85	-31.294
123.9	-31.554
123.95	-31.272
124	-31.712
124.05	-31.471
124.1	-31.681
124.15	-32.099
124.2	-31.954
124.25	-31.992
124.3	-31.771
124.35	-31.050
124.4	-31.148
124.45	-31.138
124.5	-31.375
124.55	-31.308
124.6	-31.608
124.65	-31.304
124.7	-31.756
124.75	-31.503
124.8	-31.573
124.85	-31.453
124.9	-32.115
124.95	-32.043
125	-31.555
125.05	-31.679
125.1	-31.746
125.15	-31.398
125.2	-31.874
125.25	-31.969
125.3	-32.041
125.35	-32.444
125.4	-31.840
125.45	-31.411
125.5	-31.495
125.55	-31.596
125.6	-31.590
125.65	-31.866
125.7	-31.833
125.75	-31.663
125.8	-31.701
125.85	-31.501
125.9	-31.734
125.95	-31.607
126	-31.823
126.05	-31.369
126.1	-31.690
126.15	-31.764
126.2	-31.840
126.25	-31.513
126.3	-31.720
126.35	-31.396
126.4	-31.806
126.45	-31.869
126.5	-31.960
126.55	-32.146
126.6	-32.189
126.65	-32.023
126.7	-32.056
126.75	-31.508
126.8	-31.405
126.85	-32.406
126.9	-32.032
126.95	-31.455
127	-32.285
127.05	-32.029
127.1	-32.032
127.15	-32.280
127.2	-31.992
127.25	-32.152
127.3	-32.380
127.35	-32.711
127.4	-32.722
127.45	-33.033
127.5	-32.867
127.55	-33.108
127.6	-33.087
127.65	-33.413
127.7	-33.532
127.75	-33.280
127.8	-33.541
127.85	-33.337
127.9	-33.662
127.95	-34.546
128	-34.343
128.05	-34.213
128.1	-33.972
128.15	-33.743
128.2	-33.952
128.25	-33.709
128.3	-34.110
128.35	-34.075
128.4	-34.036
128.45	-34.069
128.5	-34.541
128.55	-34.404
128.6	-34.305
128.65	-34.726
128.7	-34.473
128.75	-34.901
128.8	-35.021
128.85	-35.303
128.9	-35.117
128.95	-35.092
129	-35.364
129.05	-35.133
129.1	-35.326
129.15	-35.635
129.2	-35.625
129.25	-35.377
129.3	-35.756
129.35	-35.406
129.4	-35.622
129.45	-35.749
129.5	-35.571
129.55	-35.431
129.6	-35.597
129.65	-35.665
129.7	-35.900
129.75	-36.263
129.8	-36.330
129.85	-36.491
129.9	-36.751
129.95	-36.825
130	-36.976
130.05	-37.164
130.1	-37.356
130.15	-37.880
130.2	-38.227
130.25	-38.277
130.3	-38.442
130.35	-38.391
130.4	-38.374
130.45	-38.595
130.5	-38.598
130.55	-38.459
130.6	-38.371
130.65	-38.262
130.7	-38.179
130.75	-38.124
130.8	-38.011
130.85	-38.026
130.9	-38.104
130.95	-38.134
131	-38.363
131.05	-38.582
131.1	-38.623
131.15	-38.831
131.2	-39.159
131.25	-39.534
131.3	-39.997
131.35	-40.410
131.4	-40.472
131.45	-40.261
131.5	-40.103
131.55	-40.015
131.6	-39.972
131.65	-39.860
131.7	-39.733
131.75	-39.684
131.8	-39.520
131.85	-39.371
131.9	-39.300
131.95	-38.966
132	-38.544
132.05	-38.599
132.1	-38.980
132.15	-39.370
132.2	-39.691
132.25	-39.905
132.3	-40.154
132.35	-40.321
132.4	-40.282
132.45	-40.275
132.5	-40.320
132.55	-40.336
132.6	-40.553
132.65	-40.736
132.7	-40.533
132.75	-40.190
132.8	-39.873
132.85	-39.665
132.9	-39.537
132.95	-39.378
133	-39.273
133.05	-39.359
133.1	-39.611
133.15	-39.706
133.2	-39.590
133.25	-39.487
133.3	-39.664
133.35	-40.101
133.4	-40.545
133.45	-40.880
133.5	-41.021
133.55	-41.045
133.6	-41.024
133.65	-41.141
133.7	-41.361
133.75	-41.351
133.8	-41.359
133.85	-41.557
133.9	-41.656
133.95	-41.538
134	-41.461
134.05	-41.476
134.1	-41.549
134.15	-41.859
134.2	-42.245
134.25	-42.545
134.3	-42.722
134.35	-42.827
134.4	-43.045
134.45	-43.290
134.5	-43.435
134.55	-43.617
134.6	-43.834
134.65	-43.851
134.7	-43.670
134.75	-43.336
134.8	-42.800
134.85	-42.354
134.9	-42.108
134.95	-41.756
135	-41.225
135.05	-40.693
135.1	-40.288
135.15	-40.054
135.2	-39.867
135.25	-39.682
135.3	-39.672
135.35	-39.902
135.4	-40.297
135.45	-40.683
135.5	-40.930
135.55	-41.146
135.6	-41.542
135.65	-42.105
135.7	-42.612
135.75	-42.914
135.8	-42.962
135.85	-42.907
135.9	-42.924
135.95	-42.889
136	-42.696
136.05	-42.394
136.1	-42.035
136.15	-41.626
136.2	-41.160
136.25	-40.697
136.3	-40.313
136.35	-40.016
136.4	-39.799
136.45	-39.714
136.5	-39.684
136.55	-39.581
136.6	-39.469
136.65	-39.414
136.7	-39.475
136.75	-39.762
136.8	-40.212
136.85	-40.661
136.9	-40.972
136.95	-41.084
137	-41.135
137.05	-41.236
137.1	-41.354
137.15	-41.509
137.2	-41.703
137.25	-41.861
137.3	-41.966
137.35	-41.984
137.4	-41.861
137.45	-41.671
137.5	-41.575
137.55	-41.685
137.6	-41.937
137.65	-42.168
137.7	-42.333
137.75	-42.478
137.8	-42.607
137.85	-42.728
137.9	-42.875
137.95	-43.039
138	-43.213
138.05	-43.442
138.1	-43.712
138.15	-43.878
138.2	-43.848
138.25	-43.730
138.3	-43.608
138.35	-43.468
138.4	-43.316
138.45	-43.124
138.5	-42.854
138.55	-42.527
138.6	-42.221
138.65	-41.988
138.7	-41.785
138.75	-41.587
138.8	-41.442
138.85	-41.338
138.9	-41.198
138.95	-41.058
139	-41.023
139.05	-41.099
139.1	-41.225
139.15	-41.350
139.2	-41.457
139.25	-41.588
139.3	-41.757
139.35	-41.907
139.4	-41.991
139.45	-42.006
139.5	-41.993
139.55	-42.026
139.6	-42.104
139.65	-42.098
139.7	-41.953
139.75	-41.844
139.8	-41.930
139.85	-42.150
139.9	-42.272
139.95	-42.198
140	-42.071
140.05	-41.997
140.1	-42.004
140.15	-42.113
140.2	-42.300
140.25	-42.514
140.3	-42.772
140.35	-43.036
140.4	-43.143
140.45	-43.045
140.5	-42.884
140.55	-42.822
140.6	-42.845
140.65	-42.824
140.7	-42.750
140.75	-42.662
140.8	-42.547
140.85	-42.407
140.9	-42.267
140.95	-42.087
141	-41.859
141.05	-41.674
141.1	-41.540
141.15	-41.392
141.2	-41.243
141.25	-41.194
141.3	-41.260
141.35	-41.307
141.4	-41.258
141.45	-41.157
141.5	-41.029
141.55	-40.857
141.6	-40.773
141.65	-40.920
141.7	-41.250
141.75	-41.674
141.8	-42.096
141.85	-42.405
141.9	-42.548
141.95	-42.628
142	-42.808
142.05	-43.086
142.1	-43.322
142.15	-43.464
142.2	-43.561
142.25	-43.568
142.3	-43.367
142.35	-42.938
142.4	-42.384
142.45	-41.891
142.5	-41.591
142.55	-41.474
142.6	-41.437
142.65	-41.362
142.7	-41.281
142.75	-41.310
142.8	-41.468
142.85	-41.691
142.9	-41.894
142.95	-42.095
143	-42.372
143.05	-42.658
143.1	-42.828
143.15	-42.882
143.2	-42.875
143.25	-42.818
143.3	-42.767
143.35	-42.726
143.4	-42.595
143.45	-42.352
143.5	-42.085
143.55	-41.970
143.6	-42.046
143.65	-42.213
143.7	-42.452
143.75	-42.726
143.8	-42.887
143.85	-42.864
143.9	-42.717
143.95	-42.478
144	-42.231
144.05	-42.124
144.1	-42.171
144.15	-42.219
144.2	-42.106
144.25	-41.842
144.3	-41.508
144.35	-41.133
144.4	-40.804
144.45	-40.679
144.5	-40.808
144.55	-41.106
144.6	-41.469
144.65	-41.760
144.7	-41.864
144.75	-41.844
144.8	-41.877
144.85	-42.053
144.9	-42.251
144.95	-42.389
145	-42.527
145.05	-42.666
145.1	-42.693
145.15	-42.548
145.2	-42.325
145.25	-42.176
145.3	-42.208
145.35	-42.384
145.4	-42.561
145.45	-42.607
145.5	-42.491
145.55	-42.403
145.6	-42.485
145.65	-42.668
145.7	-42.861
145.75	-43.056
145.8	-43.264
145.85	-43.385
145.9	-43.270
145.95	-42.922
146	-42.555
146.05	-42.330
146.1	-42.251
146.15	-42.248
146.2	-42.175
146.25	-41.933
146.3	-41.528
146.35	-41.060
146.4	-40.652
146.45	-40.378
146.5	-40.255
146.55	-40.271
146.6	-40.424
146.65	-40.630
146.7	-40.725
146.75	-40.652
146.8	-40.529
146.85	-40.472
146.9	-40.498
146.95	-40.598
147	-40.756
147.05	-40.922
147.1	-41.059
147.15	-41.270
147.2	-41.670
147.25	-42.052
147.3	-42.202
147.35	-42.328
147.4	-42.634
147.45	-43.015
147.5	-43.333
147.55	-43.594
147.6	-43.881
147.65	-44.184
147.7	-44.388
147.75	-44.416
147.8	-44.212
147.85	-43.737
147.9	-43.172
147.95	-42.710
148	-42.276
148.05	-41.806
148.1	-41.395
148.15	-41.061
148.2	-40.737
148.25	-40.331
148.3	-39.809
148.35	-39.351
148.4	-39.141
148.45	-39.177
148.5	-39.420
148.55	-39.826
148.6	-40.312
148.65	-40.814
148.7	-41.227
148.75	-41.463
148.8	-41.611
148.85	-41.774
148.9	-42.031
148.95	-42.459
149	-42.915
149.05	-43.205
149.1	-43.313
149.15	-43.278
149.2	-43.127
149.25	-42.922
149.3	-42.728
149.35	-42.570
149.4	-42.458
149.45	-42.397
149.5	-42.398
149.55	-42.354
149.6	-42.110
149.65	-41.726
149.7	-41.390
149.75	-41.175
149.8	-40.992
149.85	-40.775
149.9	-40.526
149.95	-40.240
