depths	GICC05_kaBP	d18ONGRIP2
NA	23.25	-41.315
NA	23.27	-41.55
NA	23.29	-41.565
NA	23.31	-40.765
NA	23.33	-39.72
NA	23.35	-39.73
NA	23.37	-40.19
NA	23.39	-40.63
NA	23.41	-41.845
NA	23.43	-42.64
NA	23.45	-43.585
NA	23.47	-43.57
NA	23.49	-42.59
NA	23.51	-42.145
NA	23.53	-41.965
NA	23.55	-43.345
NA	23.57	-44.37
NA	23.59	-44.365
NA	23.61	-44.445
NA	23.63	-43.015
NA	23.65	-43.255
NA	23.67	-44.69
NA	23.69	-43.745
NA	23.71	-42.965
NA	23.73	-43.83
NA	23.75	-44.935
NA	23.77	-44.36
NA	23.79	-42.475
NA	23.81	-42.82
NA	23.83	-44.035
NA	23.85	-43.915
NA	23.87	-43.99
NA	23.89	-44.12
NA	23.91	-43.9
NA	23.93	-43.385
NA	23.95	-43.315
NA	23.97	-43.235
NA	23.99	-43.7
NA	24.01	-44.155
NA	24.03	-42.395
NA	24.05	-41.8
NA	24.07	-42.585
NA	24.09	-43.28
NA	24.11	-44.065
NA	24.13	-44.16
NA	24.15	-43.585
NA	24.17	-43.615
NA	24.19	-43.685
NA	24.21	-43.615
NA	24.23	-43.23
NA	24.25	-43.32
NA	24.27	-44.425
NA	24.29	-44.425
NA	24.31	-43.96
NA	24.33	-43.745
NA	24.35	-42.85
NA	24.37	-42.695
NA	24.39	-43.37
NA	24.41	-43.605
NA	24.43	-43.985
NA	24.45	-44.09
NA	24.47	-43.275
NA	24.49	-42.155
NA	24.51	-43.34
NA	24.53	-43.82
NA	24.55	-42.96
NA	24.57	-43.31
NA	24.59	-43.73
NA	24.61	-43.245
NA	24.63	-42.38
NA	24.65	-42.655
NA	24.67	-43.035
NA	24.69	-44.295
NA	24.71	-44.725
NA	24.73	-44.225
NA	24.75	-43.65
NA	24.77	-42.615
NA	24.79	-42.885
NA	24.81	-43.68
NA	24.83	-43.78
NA	24.85	-44.25
NA	24.87	-44.78
NA	24.89	-43.99
NA	24.91	-43.905
NA	24.93	-44.53
NA	24.95	-44.835
NA	24.97	-44.07
NA	24.99	-42.64
NA	25.01	-42.55
NA	25.03	-42.95
NA	25.05	-42.545
NA	25.07	-42.97
NA	25.09	-43.135
NA	25.11	-43.195
NA	25.13	-43.99
NA	25.15	-44.22
NA	25.17	-44.245
NA	25.19	-43.71
NA	25.21	-42.9
NA	25.23	-42.93
NA	25.25	-43.255
NA	25.27	-42.875
NA	25.29	-43.23
NA	25.31	-43.6
NA	25.33	-43.49
NA	25.35	-43.51
NA	25.37	-43.57
NA	25.39	-43.72
NA	25.41	-42.805
NA	25.43	-42.835
NA	25.45	-43.58
NA	25.47	-44.39
NA	25.49	-44.74
NA	25.51	-44.84
NA	25.53	-44.695
NA	25.55	-43.225
NA	25.57	-41.855
NA	25.59	-42.005
NA	25.61	-43.82
NA	25.63	-44.285
NA	25.65	-43.39
NA	25.67	-43.095
NA	25.69	-43.96
NA	25.71	-44.71
NA	25.73	-45.31
NA	25.75	-44.925
NA	25.77	-43.815
NA	25.79	-44.555
NA	25.81	-44.275
NA	25.83	-43.39
NA	25.85	-43.805
NA	25.87	-44.045
NA	25.89	-44.53
NA	25.91	-44.75
NA	25.93	-44.465
NA	25.95	-44.545
NA	25.97	-43.545
NA	25.99	-42.885
NA	26.01	-43.785
NA	26.03	-43.465
NA	26.05	-43.355
NA	26.07	-44.905
NA	26.09	-44.53
NA	26.11	-42.895
NA	26.13	-43.075
NA	26.15	-42.85
NA	26.17	-43.02
NA	26.19	-43.335
NA	26.21	-42.505
NA	26.23	-42.055
NA	26.25	-42.38
NA	26.27	-42.67
NA	26.29	-43.18
NA	26.31	-43.68
NA	26.33	-43.07
NA	26.35	-43.045
NA	26.37	-42.7
NA	26.39	-42.49
NA	26.41	-42.815
NA	26.43	-42.31
NA	26.45	-42.25
NA	26.47	-42.795
NA	26.49	-43.125
NA	26.51	-43.32
NA	26.53	-42.985
NA	26.55	-43.73
NA	26.57	-44.595
NA	26.59	-45.475
NA	26.61	-46.03
NA	26.63	-44.43
NA	26.65	-43.255
NA	26.67	-43.71
NA	26.69	-43.63
NA	26.71	-43.075
NA	26.73	-43.355
NA	26.75	-43.36
NA	26.77	-43.305
NA	26.79	-44.01
NA	26.81	-44.16
NA	26.83	-44.085
NA	26.85	-44.55
NA	26.87	-43.805
NA	26.89	-42.84
NA	26.91	-43.73
NA	26.93	-44.065
NA	26.95	-43.31
NA	26.97	-43.685
NA	26.99	-43.66
NA	27.01	-42.44
NA	27.03	-42.745
NA	27.05	-43.595
NA	27.07	-43.725
NA	27.09	-44.27
NA	27.11	-44.275
NA	27.13	-43.405
NA	27.15	-42.635
NA	27.17	-41.87
NA	27.19	-42.84
NA	27.21	-43.085
NA	27.23	-42.535
NA	27.25	-43.33
NA	27.27	-43.28
NA	27.29	-43.195
NA	27.31	-43.13
NA	27.33	-43.25
NA	27.35	-43.28
NA	27.37	-43.85
NA	27.39	-43.92
NA	27.41	-43.815
NA	27.43	-44.03
NA	27.45	-44.265
NA	27.47	-44.88
NA	27.49	-44.425
NA	27.51	-44.21
NA	27.53	-43.71
NA	27.55	-42.725
NA	27.57	-42.765
NA	27.59	-42.36
NA	27.61	-41.385
NA	27.63	-41.005
NA	27.65	-40.96
NA	27.67	-40.185
NA	27.69	-39.405
NA	27.71	-39.855
NA	27.73	-40.35
NA	27.75	-39.63
NA	27.77	-38.535
NA	27.79	-38.295
NA	27.81	-38.91
NA	27.83	-41.615
NA	27.85	-43.515
NA	27.87	-43.755
NA	27.89	-44.205
NA	27.91	-43.055
NA	27.93	-43.425
NA	27.95	-44.73
NA	27.97	-43.89
NA	27.99	-43.455
NA	28.01	-43.77
NA	28.03	-43.94
NA	28.05	-44.52
NA	28.07	-44.965
NA	28.09	-44.48
NA	28.11	-44.395
NA	28.13	-44.86
NA	28.15	-44.355
NA	28.17	-43.85
NA	28.19	-43.53
NA	28.21	-44.71
NA	28.23	-44.985
NA	28.25	-43.64
NA	28.27	-44.205
NA	28.29	-44.695
NA	28.31	-44.74
NA	28.33	-44.28
NA	28.35	-42.855
NA	28.37	-43.81
NA	28.39	-45.1
NA	28.41	-43.665
NA	28.43	-43.8
NA	28.45	-43.895
NA	28.47	-43.15
NA	28.49	-43.73
NA	28.51	-44.225
NA	28.53	-44.71
NA	28.55	-44.18
NA	28.57	-42.855
NA	28.59	-43.165
NA	28.61	-43.53
NA	28.63	-43.045
NA	28.65	-41.935
NA	28.67	-40.82
NA	28.69	-40.635
NA	28.71	-40.375
NA	28.73	-40.19
NA	28.75	-40.635
NA	28.77	-40.62
NA	28.79	-40.46
NA	28.81	-40.635
NA	28.83	-39.545
NA	28.85	-38.855
NA	28.87	-39.35
NA	28.89	-39.825
NA	28.91	-40.03
NA	28.93	-41.045
NA	28.95	-42.975
NA	28.97	-43.725
NA	28.99	-43.335
NA	29.01	-43.205
NA	29.03	-44.325
NA	29.05	-44.97
NA	29.07	-44.295
NA	29.09	-43.685
NA	29.11	-43.585
NA	29.13	-44.46
NA	29.15	-44.56
NA	29.17	-44.395
NA	29.19	-43.875
NA	29.21	-43.365
NA	29.23	-44.54
NA	29.25	-44.545
NA	29.27	-43.35
NA	29.29	-44.375
NA	29.31	-44.94
NA	29.33	-43.855
NA	29.35	-44.09
NA	29.37	-43.655
NA	29.39	-43.87
NA	29.41	-44.375
NA	29.43	-43.515
NA	29.45	-43.275
NA	29.47	-43.64
NA	29.49	-44.645
NA	29.51	-45
NA	29.53	-44.28
NA	29.55	-45.15
NA	29.57	-45.415
NA	29.59	-44.24
NA	29.61	-44.335
NA	29.63	-45.25
NA	29.65	-46.015
NA	29.67	-45.335
NA	29.69	-43.735
NA	29.71	-43.925
NA	29.73	-45.67
NA	29.75	-45.335
NA	29.77	-45.18
NA	29.79	-45.345
NA	29.81	-44.49
NA	29.83	-43.99
NA	29.85	-43.795
NA	29.87	-44.625
NA	29.89	-44.865
NA	29.91	-44.125
NA	29.93	-44.225
NA	29.95	-44.585
NA	29.97	-44.085
NA	29.99	-44.17
NA	30.01	-44.355
NA	30.03	-43.545
NA	30.05	-43.33
NA	30.07	-44.585
NA	30.09	-45.605
NA	30.11	-44.78
NA	30.13	-44.405
NA	30.15	-45.595
NA	30.17	-45.22
NA	30.19	-44.625
NA	30.21	-44.815
NA	30.23	-43.815
NA	30.25	-44.24
NA	30.27	-44.995
NA	30.29	-44.59
NA	30.31	-44.95
NA	30.33	-45.015
NA	30.35	-44.84
NA	30.37	-44.18
NA	30.39	-43.875
NA	30.41	-43.285
NA	30.43	-43.09
NA	30.45	-44.34
NA	30.47	-44.84
NA	30.49	-45.08
NA	30.51	-44.985
NA	30.53	-44.36
NA	30.55	-43.735
NA	30.57	-43.475
NA	30.59	-43.85
NA	30.61	-43.46
NA	30.63	-43.455
NA	30.65	-43.765
NA	30.67	-43.55
NA	30.69	-42.7
NA	30.71	-42.01
NA	30.73	-42.9
NA	30.75	-42.8
NA	30.77	-42.465
NA	30.79	-42.375
NA	30.81	-42.025
NA	30.83	-43.015
NA	30.85	-44.54
NA	30.87	-43.945
NA	30.89	-43.365
NA	30.91	-43.175
NA	30.93	-42.835
NA	30.95	-43.47
NA	30.97	-44.24
NA	30.99	-45.08
NA	31.01	-44.425
NA	31.03	-43.915
NA	31.05	-43.68
NA	31.07	-43.95
NA	31.09	-43.34
NA	31.11	-43.01
NA	31.13	-44.225
NA	31.15	-44.16
NA	31.17	-43.59
NA	31.19	-43.325
NA	31.21	-43.15
NA	31.23	-43.935
NA	31.25	-44.43
NA	31.27	-43.975
NA	31.29	-44.225
NA	31.31	-43.935
NA	31.33	-43.825
NA	31.35	-43.38
NA	31.37	-43.21
NA	31.39	-43.655
NA	31.41	-44.015
NA	31.43	-44.78
NA	31.45	-44.385
NA	31.47	-43.32
NA	31.49	-43.825
NA	31.51	-43.1
NA	31.53	-42.465
NA	31.55	-44.355
NA	31.57	-44.635
NA	31.59	-43.62
NA	31.61	-44.065
NA	31.63	-44.035
NA	31.65	-43.66
NA	31.67	-44.09
NA	31.69	-43.94
NA	31.71	-43.995
NA	31.73	-43.955
NA	31.75	-43.42
NA	31.77	-42.955
NA	31.79	-42.905
NA	31.81	-44.07
NA	31.83	-44.13
NA	31.85	-43.32
NA	31.87	-43.46
NA	31.89	-44.37
NA	31.91	-44.015
NA	31.93	-43.85
NA	31.95	-43.815
NA	31.97	-43.485
NA	31.99	-43.86
NA	32.01	-43.815
NA	32.03	-43.355
NA	32.05	-43.51
NA	32.07	-44.155
NA	32.09	-42.63
NA	32.11	-41.565
NA	32.13	-41.475
NA	32.15	-42.005
NA	32.17	-41.63
NA	32.19	-40.76
NA	32.21	-40.87
NA	32.23	-40.77
NA	32.25	-40.725
NA	32.27	-40.23
NA	32.29	-40.095
NA	32.31	-40.52
NA	32.33	-40.61
NA	32.35	-40.605
NA	32.37	-40.565
NA	32.39	-40.425
NA	32.41	-40.135
NA	32.43	-39.45
NA	32.45	-39.715
NA	32.47	-40.005
NA	32.49	-39.215
NA	32.51	-38.845
NA	32.53	-39.515
NA	32.55	-41.26
NA	32.57	-43.105
NA	32.59	-43.665
NA	32.61	-43.825
NA	32.63	-43.955
NA	32.65	-43.73
NA	32.67	-43.52
NA	32.69	-44.065
NA	32.71	-44.03
NA	32.73	-44.535
NA	32.75	-45.19
NA	32.77	-44.58
NA	32.79	-43.83
NA	32.81	-43.26
NA	32.83	-44.235
NA	32.85	-45.14
NA	32.87	-45.04
NA	32.89	-44.825
NA	32.91	-45.295
NA	32.93	-45.015
NA	32.95	-44.165
NA	32.97	-43.955
NA	32.99	-42.965
NA	33.01	-42.42
NA	33.03	-43.52
NA	33.05	-44.05
NA	33.07	-43.81
NA	33.09	-43.245
NA	33.11	-43.285
NA	33.13	-44.09
NA	33.15	-44.225
NA	33.17	-44.195
NA	33.19	-43.755
NA	33.21	-43.09
NA	33.23	-42.78
NA	33.25	-42.905
NA	33.27	-43.94
NA	33.29	-43.855
NA	33.31	-43.21
NA	33.33	-43.555
NA	33.35	-44.765
NA	33.37	-44.605
NA	33.39	-43.35
NA	33.41	-42.62
NA	33.43	-41.52
NA	33.45	-41.355
NA	33.47	-41.265
NA	33.49	-40.36
NA	33.51	-39.91
NA	33.53	-39.84
NA	33.55	-40.02
NA	33.57	-40.375
NA	33.59	-39.615
NA	33.61	-39.445
NA	33.63	-39.97
NA	33.65	-39.825
NA	33.67	-39.81
NA	33.69	-39.995
NA	33.71	-39.32
NA	33.73	-38.82
NA	33.75	-39.45
NA	33.77	-40.19
NA	33.79	-41.18
NA	33.81	-41.895
NA	33.83	-42.015
NA	33.85	-42.24
NA	33.87	-42.4
NA	33.89	-42.275
NA	33.91	-43.13
NA	33.93	-42.73
NA	33.95	-42.375
NA	33.97	-43.185
NA	33.99	-42.895
NA	34.01	-43.845
NA	34.03	-43.865
NA	34.05	-43.11
NA	34.07	-42.825
NA	34.09	-42.485
NA	34.11	-42.87
NA	34.13	-42.615
NA	34.15	-42.755
NA	34.17	-43.21
NA	34.19	-42.62
NA	34.21	-42.245
NA	34.23	-42.855
NA	34.25	-43.25
NA	34.27	-42.49
NA	34.29	-42.27
NA	34.31	-42.5
NA	34.33	-42.88
NA	34.35	-43.76
NA	34.37	-43.705
NA	34.39	-42.855
NA	34.41	-42.385
NA	34.43	-43.4
NA	34.45	-43.515
NA	34.47	-42.905
NA	34.49	-42.745
NA	34.51	-42.165
NA	34.53	-42.61
NA	34.55	-42.96
NA	34.57	-43.05
NA	34.59	-43.665
NA	34.61	-43.275
NA	34.63	-42.845
NA	34.65	-43.5
NA	34.67	-43.715
NA	34.69	-42.64
NA	34.71	-41.545
NA	34.73	-41.775
NA	34.75	-42.665
NA	34.77	-43.72
NA	34.79	-42.625
NA	34.81	-40.555
NA	34.83	-39.78
NA	34.85	-39.88
NA	34.87	-40.695
NA	34.89	-40.605
NA	34.91	-40.285
NA	34.93	-40.76
NA	34.95	-40.805
NA	34.97	-41.105
NA	34.99	-40.925
NA	35.01	-40.69
NA	35.03	-41.175
NA	35.05	-41.105
NA	35.07	-40.6
NA	35.09	-39.875
NA	35.11	-39.39
NA	35.13	-39.3
NA	35.15	-39.775
NA	35.17	-40.19
NA	35.19	-40.055
NA	35.21	-39.53
NA	35.23	-39.71
NA	35.25	-40.28
NA	35.27	-39.6
NA	35.29	-39.195
NA	35.31	-39.475
NA	35.33	-39.565
NA	35.35	-39.515
NA	35.37	-39.41
NA	35.39	-39.05
NA	35.41	-38.645
NA	35.43	-39.13
NA	35.45	-39.135
NA	35.47	-38.53
NA	35.49	-38.715
NA	35.51	-39.32
NA	35.53	-40.215
NA	35.55	-41.855
NA	35.57	-42.84
NA	35.59	-43.795
NA	35.61	-42.755
NA	35.63	-42.015
NA	35.65	-42.975
NA	35.67	-42.835
NA	35.69	-42.2
NA	35.71	-42.235
NA	35.73	-42.935
NA	35.75	-42.33
NA	35.77	-41.655
NA	35.79	-41.435
NA	35.81	-42.655
NA	35.83	-43.55
NA	35.85	-43.12
NA	35.87	-43.59
NA	35.89	-44.5
NA	35.91	-44.665
NA	35.93	-44.56
NA	35.95	-44.315
NA	35.97	-43.97
NA	35.99	-42.905
NA	36.01	-42.41
NA	36.03	-42.745
NA	36.05	-42.89
NA	36.07	-43.345
NA	36.09	-43.475
NA	36.11	-43.415
NA	36.13	-43.155
NA	36.15	-43.105
NA	36.17	-42.825
NA	36.19	-42.8
NA	36.21	-42.73
NA	36.23	-41.53
NA	36.25	-42.215
NA	36.27	-43.24
NA	36.29	-42.915
NA	36.31	-43.14
NA	36.33	-43.87
NA	36.35	-43.45
NA	36.37	-42.84
NA	36.39	-42.25
NA	36.41	-41.515
NA	36.43	-42.195
NA	36.45	-43.03
NA	36.47	-42.8
NA	36.49	-42.89
NA	36.51	-42.775
NA	36.53	-41.86
NA	36.55	-41.65
NA	36.57	-42.4
NA	36.59	-43.2
NA	36.61	-43.02
NA	36.63	-42.715
NA	36.65	-41.95
NA	36.67	-41.715
NA	36.69	-40.895
NA	36.71	-40.04
NA	36.73	-41.005
NA	36.75	-41.45
NA	36.77	-40.915
NA	36.79	-41.04
NA	36.81	-41.335
NA	36.83	-41.28
NA	36.85	-41.305
NA	36.87	-40.65
NA	36.89	-40.535
NA	36.91	-41.18
NA	36.93	-41.21
NA	36.95	-41.355
NA	36.97	-41.485
NA	36.99	-41.82
NA	37.01	-41.675
NA	37.03	-41.105
NA	37.05	-40.935
NA	37.07	-41.02
NA	37.09	-41.335
NA	37.11	-41.085
NA	37.13	-40.75
NA	37.15	-41.055
NA	37.17	-40.675
NA	37.19	-40.285
NA	37.21	-40.39
NA	37.23	-40.085
NA	37.25	-39.7
NA	37.27	-39.585
NA	37.29	-39.52
NA	37.31	-39.875
NA	37.33	-40.165
NA	37.35	-39.67
NA	37.37	-39.15
NA	37.39	-39.16
NA	37.41	-40.13
NA	37.43	-40.51
NA	37.45	-40.475
NA	37.47	-39.905
NA	37.49	-39.1
NA	37.51	-38.945
NA	37.53	-38.655
NA	37.55	-38.94
NA	37.57	-39.635
NA	37.59	-39.265
NA	37.61	-38.615
NA	37.63	-38.57
NA	37.65	-39.04
NA	37.67	-39.31
NA	37.69	-38.865
NA	37.71	-38.945
NA	37.73	-38.87
NA	37.75	-38.64
NA	37.77	-39.015
NA	37.79	-39.025
NA	37.81	-38.925
NA	37.83	-39.01
NA	37.85	-38.97
NA	37.87	-39.2
NA	37.89	-39.065
NA	37.91	-39.21
NA	37.93	-39.42
NA	37.95	-39.05
NA	37.97	-39.05
NA	37.99	-39.07
NA	38.01	-38.54
NA	38.03	-38.595
NA	38.05	-38.975
NA	38.07	-38.52
NA	38.09	-38.455
NA	38.11	-38.88
NA	38.13	-38.845
NA	38.15	-38.44
NA	38.17	-38.03
NA	38.19	-38.035
NA	38.21	-38.38
NA	38.23	-38.055
NA	38.25	-38.565
NA	38.27	-40.835
NA	38.29	-41.975
NA	38.31	-41.98
NA	38.33	-42.115
NA	38.35	-42.085
NA	38.37	-42.33
NA	38.39	-42.945
NA	38.41	-43.37
NA	38.43	-42.48
NA	38.45	-42.52
NA	38.47	-41.735
NA	38.49	-40.915
NA	38.51	-42.745
NA	38.53	-42.745
NA	38.55	-41.67
NA	38.57	-42.87
NA	38.59	-43.63
NA	38.61	-43.02
NA	38.63	-42.43
NA	38.65	-43.045
NA	38.67	-43.235
NA	38.69	-42.475
NA	38.71	-42.745
NA	38.73	-43.23
NA	38.75	-44.085
NA	38.77	-43.375
NA	38.79	-42.895
NA	38.81	-43.095
NA	38.83	-43.475
NA	38.85	-43.705
NA	38.87	-43.28
NA	38.89	-43.45
NA	38.91	-42.985
NA	38.93	-42.045
NA	38.95	-42.255
NA	38.97	-43.045
NA	38.99	-42.285
NA	39.01	-41.9
NA	39.03	-42.09
NA	39.05	-42.78
NA	39.07	-44.14
NA	39.09	-44.8
NA	39.11	-43.62
NA	39.13	-42.585
NA	39.15	-43.855
NA	39.17	-43.89
NA	39.19	-43.43
NA	39.21	-43.57
NA	39.23	-42.875
NA	39.25	-42.655
NA	39.27	-43.585
NA	39.29	-43.8
NA	39.31	-43.835
NA	39.33	-43.81
NA	39.35	-42.985
NA	39.37	-43.385
NA	39.39	-43.28
NA	39.41	-42.945
NA	39.43	-43.64
NA	39.45	-43.675
NA	39.47	-42.745
NA	39.49	-41.785
NA	39.51	-43.165
NA	39.53	-44.41
NA	39.55	-44.265
NA	39.57	-43.885
NA	39.59	-42.815
NA	39.61	-42.395
NA	39.63	-42.135
NA	39.65	-43.2
NA	39.67	-44.07
NA	39.69	-43.23
NA	39.71	-42.68
NA	39.73	-42.425
NA	39.75	-42.805
NA	39.77	-43.68
NA	39.79	-43.2
NA	39.81	-42.905
NA	39.83	-42.985
NA	39.85	-42.585
NA	39.87	-43.47
NA	39.89	-43.805
NA	39.91	-43.53
NA	39.93	-43.065
NA	39.95	-42.405
NA	39.97	-42.205
NA	39.99	-42.185
NA	40.01	-41.9
NA	40.03	-41.235
NA	40.05	-40.585
NA	40.07	-40.585
NA	40.09	-40.775
NA	40.11	-40.6
NA	40.13	-40.085
NA	40.15	-40.13
NA	40.17	-40.005
NA	40.19	-40.14
NA	40.21	-41.695
NA	40.23	-43.125
NA	40.25	-43.14
NA	40.27	-42.34
NA	40.29	-42.31
NA	40.31	-42.29
NA	40.33	-42.285
NA	40.35	-42.315
NA	40.37	-42.055
NA	40.39	-42.19
NA	40.41	-42.39
NA	40.43	-42.075
NA	40.45	-42.1
NA	40.47	-42.34
NA	40.49	-42.625
NA	40.51	-42.535
NA	40.53	-42.18
NA	40.55	-42.04
NA	40.57	-41.845
NA	40.59	-42.17
NA	40.61	-42.925
NA	40.63	-43.195
NA	40.65	-42.785
NA	40.67	-44
NA	40.69	-43.99
NA	40.71	-42.53
NA	40.73	-42.67
NA	40.75	-43.57
NA	40.77	-43.41
NA	40.79	-43.53
NA	40.81	-44.17
NA	40.83	-43.51
NA	40.85	-42.13
NA	40.87	-41.83
NA	40.89	-42.04
NA	40.91	-42.06
NA	40.93	-42.3
NA	40.95	-42.16
NA	40.97	-41.83
NA	40.99	-41.73
NA	41.01	-41.295
NA	41.03	-40.79
NA	41.05	-40.985
NA	41.07	-40.205
NA	41.09	-39.71
NA	41.11	-40.085
NA	41.13	-39.97
NA	41.15	-39.415
NA	41.17	-39.795
NA	41.19	-40.03
NA	41.21	-40.5
NA	41.23	-40.26
NA	41.25	-39.3
NA	41.27	-39.745
NA	41.29	-39.98
NA	41.31	-39.9
NA	41.33	-39.16
NA	41.35	-38.915
NA	41.37	-39.44
NA	41.39	-39.68
NA	41.41	-39.45
NA	41.43	-38.89
NA	41.45	-38.7
NA	41.47	-38.465
NA	41.49	-39.08
NA	41.51	-40.79
NA	41.53	-42.505
NA	41.55	-42.745
NA	41.57	-41.78
NA	41.59	-42.4
NA	41.61	-43.13
NA	41.63	-42.73
NA	41.65	-42.23
NA	41.67	-42.035
NA	41.69	-41.985
NA	41.71	-42.635
NA	41.73	-43.265
NA	41.75	-42.42
NA	41.77	-41.805
NA	41.79	-42.72
NA	41.81	-43.52
NA	41.83	-43.44
NA	41.85	-43.225
NA	41.87	-42.555
NA	41.89	-42.03
NA	41.91	-42.175
NA	41.93	-42.805
NA	41.95	-43.37
NA	41.97	-43.085
NA	41.99	-42.265
NA	42.01	-42.435
NA	42.03	-43.01
NA	42.05	-43.565
NA	42.07	-42.965
NA	42.09	-42.045
NA	42.11	-42.8
NA	42.13	-42.865
NA	42.15	-42.445
NA	42.17	-42.08
NA	42.19	-41.62
NA	42.21	-41.93
NA	42.23	-42.2
NA	42.25	-42.22
NA	42.27	-42.1
NA	42.29	-41.88
NA	42.31	-42.2
NA	42.33	-41.615
NA	42.35	-40.065
NA	42.37	-40.53
NA	42.39	-41.065
NA	42.41	-40.94
NA	42.43	-41
NA	42.45	-40.78
NA	42.47	-40.54
NA	42.49	-40.955
NA	42.51	-41.69
NA	42.53	-41.805
NA	42.55	-41.49
NA	42.57	-40.865
NA	42.59	-40.815
NA	42.61	-41.335
NA	42.63	-41.295
NA	42.65	-40.455
NA	42.67	-40.18
NA	42.69	-40.71
NA	42.71	-40.835
NA	42.73	-40.155
NA	42.75	-39.48
NA	42.77	-39.845
NA	42.79	-39.895
NA	42.81	-39.525
NA	42.83	-39.94
NA	42.85	-39.88
NA	42.87	-39.485
NA	42.89	-39.48
NA	42.91	-39.505
NA	42.93	-39.655
NA	42.95	-39.25
NA	42.97	-38.83
NA	42.99	-39.02
NA	43.01	-39.345
NA	43.03	-39.5
NA	43.05	-38.92
NA	43.07	-38.26
NA	43.09	-38.335
NA	43.11	-38.675
NA	43.13	-38.385
NA	43.15	-38.425
NA	43.17	-39.175
NA	43.19	-39.195
NA	43.21	-39.185
NA	43.23	-39.64
NA	43.25	-40.25
NA	43.27	-40.105
NA	43.29	-39.205
NA	43.31	-39.31
NA	43.33	-39.495
NA	43.35	-38.89
NA	43.37	-39.195
NA	43.39	-40.5
NA	43.41	-41.765
NA	43.43	-41.96
NA	43.45	-41.475
NA	43.47	-41.745
NA	43.49	-42.49
NA	43.51	-43.41
NA	43.53	-43.23
NA	43.55	-43.225
NA	43.57	-43.08
NA	43.59	-42.965
NA	43.61	-43.695
NA	43.63	-43.89
NA	43.65	-44.075
NA	43.67	-43.76
NA	43.69	-43.28
NA	43.71	-42.64
NA	43.73	-42.48
NA	43.75	-42.215
NA	43.77	-41.88
NA	43.79	-42.535
NA	43.81	-42.35
NA	43.83	-42.255
NA	43.85	-42.09
NA	43.87	-42.215
NA	43.89	-41.665
NA	43.91	-41.535
NA	43.93	-42.365
NA	43.95	-42.5
NA	43.97	-43.475
NA	43.99	-43.135
NA	44.01	-43.545
NA	44.03	-43.07
NA	44.05	-41.56
NA	44.07	-42.255
NA	44.09	-42.305
NA	44.11	-42.765
NA	44.13	-43.34
NA	44.15	-42.87
NA	44.17	-43.24
NA	44.19	-43.74
NA	44.21	-43.595
NA	44.23	-42.68
NA	44.25	-41.755
NA	44.27	-42.52
NA	44.29	-43.25
NA	44.31	-43.6
NA	44.33	-42.79
NA	44.35	-41.75
NA	44.37	-41.87
NA	44.39	-41.75
NA	44.41	-41.44
NA	44.43	-40.5
NA	44.45	-39.665
NA	44.47	-40.15
NA	44.49	-40.325
NA	44.51	-40.035
NA	44.53	-39.785
NA	44.55	-39.94
NA	44.57	-40.805
NA	44.59	-40.75
NA	44.61	-40.985
NA	44.63	-42.04
NA	44.65	-42.08
NA	44.67	-41.685
NA	44.69	-41.585
NA	44.71	-41.78
NA	44.73	-41.385
NA	44.75	-40.415
NA	44.77	-40.445
NA	44.79	-41.025
NA	44.81	-40.78
NA	44.83	-40.93
NA	44.85	-41.61
NA	44.87	-41.18
NA	44.89	-40.71
NA	44.91	-41.56
NA	44.93	-42.275
NA	44.95	-41.635
NA	44.97	-41.205
NA	44.99	-41.33
NA	45.01	-40.755
NA	45.03	-40.52
NA	45.05	-40.38
NA	45.07	-40.6
NA	45.09	-41.13
NA	45.11	-40.865
NA	45.13	-40.91
NA	45.15	-40.81
NA	45.17	-40.345
NA	45.19	-40.815
NA	45.21	-41.37
NA	45.23	-40.695
NA	45.25	-40.125
NA	45.27	-40.145
NA	45.29	-40.275
NA	45.31	-40.945
NA	45.33	-40.76
NA	45.35	-40.52
NA	45.37	-41.305
NA	45.39	-40.93
NA	45.41	-40.825
NA	45.43	-40.85
NA	45.45	-40.51
NA	45.47	-40.44
NA	45.49	-39.765
NA	45.51	-39.39
NA	45.53	-39.54
NA	45.55	-40
NA	45.57	-40.28
NA	45.59	-40.025
NA	45.61	-40.3
NA	45.63	-39.875
NA	45.65	-39.22
NA	45.67	-39.205
NA	45.69	-39.665
NA	45.71	-39.685
NA	45.73	-39.075
NA	45.75	-39.35
NA	45.77	-39.735
NA	45.79	-39.485
NA	45.81	-39.605
NA	45.83	-39.38
NA	45.85	-39.12
NA	45.87	-39.94
NA	45.89	-39.81
NA	45.91	-39.44
NA	45.93	-39.305
NA	45.95	-39.185
NA	45.97	-39.26
NA	45.99	-39.315
NA	46.01	-39.99
NA	46.03	-39.7
NA	46.05	-39.2
NA	46.07	-39.055
NA	46.09	-38.365
NA	46.11	-38.215
NA	46.13	-38.61
NA	46.15	-39.085
NA	46.17	-39.365
NA	46.19	-39.175
NA	46.21	-38.805
NA	46.23	-38.86
NA	46.25	-38.975
NA	46.27	-38.75
NA	46.29	-38.68
NA	46.31	-38.825
NA	46.33	-38.89
NA	46.35	-38.88
NA	46.37	-39.23
NA	46.39	-39.01
NA	46.41	-38.84
NA	46.43	-38.895
NA	46.45	-38.955
NA	46.47	-39.21
NA	46.49	-38.87
NA	46.51	-38.325
NA	46.53	-37.71
